Class,Question,Answer
Animal,ม้าลายเบอร์เชลกินอะไร,ม้าลายเบอร์เชลชอบเล็มหญ้า สมุนไพร ใบไม้ และกิ่งไม้ ส่วนใหญ่ 90% ของอาหารมาจากเปลือกของลำต้น และหญ้าสั้น
Animal,ม้าลายเบอร์เชลกินไรอ่ะ,ม้าลายเบอร์เชลชอบเล็มหญ้า สมุนไพร ใบไม้ และกิ่งไม้ ส่วนใหญ่ 90% ของอาหารมาจากเปลือกของลำต้น และหญ้าสั้น
Animal,ม้าลายเบอร์เชลกินราย,ม้าลายเบอร์เชลชอบเล็มหญ้า สมุนไพร ใบไม้ และกิ่งไม้ ส่วนใหญ่ 90% ของอาหารมาจากเปลือกของลำต้น และหญ้าสั้น
Animal,ม้าลายเบอร์เชลกินไอไหร,ม้าลายเบอร์เชลชอบเล็มหญ้า สมุนไพร ใบไม้ และกิ่งไม้ ส่วนใหญ่ 90% ของอาหารมาจากเปลือกของลำต้น และหญ้าสั้น
Animal,ม้าลายเบอร์เชลกินไร,ม้าลายเบอร์เชลชอบเล็มหญ้า สมุนไพร ใบไม้ และกิ่งไม้ ส่วนใหญ่ 90% ของอาหารมาจากเปลือกของลำต้น และหญ้าสั้น
Animal,ละมั่งพันธุ์พม่า,ที่นี่มีละมั่งพันธุ์พม่าค่ะ
Animal,มีละมั่งพันธุ์พม่าไหม,ที่นี่มีละมั่งพันธุ์พม่าค่ะ
Animal,มีละมั่งพันธุ์พม่าไหมอ่ะ,ที่นี่มีละมั่งพันธุ์พม่าค่ะ
Animal,มีละมั่งพันธุ์พม่าไหมหรือเปล่า,ที่นี่มีละมั่งพันธุ์พม่าค่ะ
Animal,มีละมั่งพันธุ์พม่าป้ะ,ที่นี่มีละมั่งพันธุ์พม่าค่ะ
Animal,ละมั่งพันธุ์พม่ากินอะไร,นิสัยการกินอาหารของละมั่งคล้ายกับพวกวัว ควาย ปกติชอบกินหญ้าและลูกไม้ต่าง ๆ ตามพื้นทุ่งโล่งหรือป่าโปร่ง ไม่ค่อยชอบกินใบไม้นัก
Animal,ละมั่งพันธุ์พม่ากินไรอ่ะ,นิสัยการกินอาหารของละมั่งคล้ายกับพวกวัว ควาย ปกติชอบกินหญ้าและลูกไม้ต่าง ๆ ตามพื้นทุ่งโล่งหรือป่าโปร่ง ไม่ค่อยชอบกินใบไม้นัก
Animal,ละมั่งพันธุ์พม่ากินราย,นิสัยการกินอาหารของละมั่งคล้ายกับพวกวัว ควาย ปกติชอบกินหญ้าและลูกไม้ต่าง ๆ ตามพื้นทุ่งโล่งหรือป่าโปร่ง ไม่ค่อยชอบกินใบไม้นัก
Animal,ละมั่งพันธุ์พม่ากินไอไหร,นิสัยการกินอาหารของละมั่งคล้ายกับพวกวัว ควาย ปกติชอบกินหญ้าและลูกไม้ต่าง ๆ ตามพื้นทุ่งโล่งหรือป่าโปร่ง ไม่ค่อยชอบกินใบไม้นัก
Animal,ละมั่งพันธุ์พม่ากินไร,นิสัยการกินอาหารของละมั่งคล้ายกับพวกวัว ควาย ปกติชอบกินหญ้าและลูกไม้ต่าง ๆ ตามพื้นทุ่งโล่งหรือป่าโปร่ง ไม่ค่อยชอบกินใบไม้นัก
Animal,ลิงชิมแพนซี,ที่นี่มีลิงชิมแพนซีค่ะ
Animal,มีลิงชิมแพนซีไหม,ที่นี่มีลิงชิมแพนซีค่ะ
Animal,มีลิงชิมแพนซีไหมอ่ะ,ที่นี่มีลิงชิมแพนซีค่ะ
Animal,มีลิงชิมแพนซีไหมหรือเปล่า,ที่นี่มีลิงชิมแพนซีค่ะ
Animal,มีลิงชิมแพนซีป้ะ,ที่นี่มีลิงชิมแพนซีค่ะ
Animal,ลิงชิมแพนซีกินอะไร,ลิงชิมแพนซี เป็นสัตว์ที่กินทั้งพืชและสัตว์ แต่จะกินพืชเป็นหลักมีงานวิจัยที่รายงานชนิดอาหารไว้มากกว่า 300 รายการแต่ส่วนใหญ่จะเป็นผลไม้ ลูกไม้ ใบไม้ ดอกไม้และเมล็ดพืช รวมทั้งไข่นก ลูกนก แมลงหลากชนิด บางครั้งจะกินซากสัตว์ มีการล่าสัตว์เลี้ยงลูกด้วยน้ำนม เช่น ลิงหลายชนิด บุชบัค หมูป่า โดยแบบรวมกลุ่มร่วมกันล่าหรือล่าตัวเดียว
Animal,ลิงชิมแพนซีกินไรอ่ะ,ลิงชิมแพนซี เป็นสัตว์ที่กินทั้งพืชและสัตว์ แต่จะกินพืชเป็นหลักมีงานวิจัยที่รายงานชนิดอาหารไว้มากกว่า 300 รายการแต่ส่วนใหญ่จะเป็นผลไม้ ลูกไม้ ใบไม้ ดอกไม้และเมล็ดพืช รวมทั้งไข่นก ลูกนก แมลงหลากชนิด บางครั้งจะกินซากสัตว์ มีการล่าสัตว์เลี้ยงลูกด้วยน้ำนม เช่น ลิงหลายชนิด บุชบัค หมูป่า โดยแบบรวมกลุ่มร่วมกันล่าหรือล่าตัวเดียว
Animal,ลิงชิมแพนซีกินราย,ลิงชิมแพนซี เป็นสัตว์ที่กินทั้งพืชและสัตว์ แต่จะกินพืชเป็นหลักมีงานวิจัยที่รายงานชนิดอาหารไว้มากกว่า 300 รายการแต่ส่วนใหญ่จะเป็นผลไม้ ลูกไม้ ใบไม้ ดอกไม้และเมล็ดพืช รวมทั้งไข่นก ลูกนก แมลงหลากชนิด บางครั้งจะกินซากสัตว์ มีการล่าสัตว์เลี้ยงลูกด้วยน้ำนม เช่น ลิงหลายชนิด บุชบัค หมูป่า โดยแบบรวมกลุ่มร่วมกันล่าหรือล่าตัวเดียว
Animal,ลิงชิมแพนซีกินไอไหร,ลิงชิมแพนซี เป็นสัตว์ที่กินทั้งพืชและสัตว์ แต่จะกินพืชเป็นหลักมีงานวิจัยที่รายงานชนิดอาหารไว้มากกว่า 300 รายการแต่ส่วนใหญ่จะเป็นผลไม้ ลูกไม้ ใบไม้ ดอกไม้และเมล็ดพืช รวมทั้งไข่นก ลูกนก แมลงหลากชนิด บางครั้งจะกินซากสัตว์ มีการล่าสัตว์เลี้ยงลูกด้วยน้ำนม เช่น ลิงหลายชนิด บุชบัค หมูป่า โดยแบบรวมกลุ่มร่วมกันล่าหรือล่าตัวเดียว
Animal,ลิงชิมแพนซีกินไร,ลิงชิมแพนซี เป็นสัตว์ที่กินทั้งพืชและสัตว์ แต่จะกินพืชเป็นหลักมีงานวิจัยที่รายงานชนิดอาหารไว้มากกว่า 300 รายการแต่ส่วนใหญ่จะเป็นผลไม้ ลูกไม้ ใบไม้ ดอกไม้และเมล็ดพืช รวมทั้งไข่นก ลูกนก แมลงหลากชนิด บางครั้งจะกินซากสัตว์ มีการล่าสัตว์เลี้ยงลูกด้วยน้ำนม เช่น ลิงหลายชนิด บุชบัค หมูป่า โดยแบบรวมกลุ่มร่วมกันล่าหรือล่าตัวเดียว
Animal,สมเสร็จ,ที่นี่มีสมเสร็จค่ะ
Animal,มีสมเสร็จไหม,ที่นี่มีสมเสร็จค่ะ
Animal,มีสมเสร็จไหมอ่ะ,ที่นี่มีสมเสร็จค่ะ
Animal,มีสมเสร็จไหมหรือเปล่า,ที่นี่มีสมเสร็จค่ะ
Animal,มีสมเสร็จป้ะ,ที่นี่มีสมเสร็จค่ะ
Animal,สมเสร็จกินอะไร,สมเสร็จกินใบไม้ ต้นอ่อนของพืช ผลไม้ พืชน้ำ และหญ้า เป็นอาหาร
Animal,สมเสร็จกินไรอ่ะ,สมเสร็จกินใบไม้ ต้นอ่อนของพืช ผลไม้ พืชน้ำ และหญ้า เป็นอาหาร
Animal,สมเสร็จกินราย,สมเสร็จกินใบไม้ ต้นอ่อนของพืช ผลไม้ พืชน้ำ และหญ้า เป็นอาหาร
Animal,สมเสร็จกินไอไหร,สมเสร็จกินใบไม้ ต้นอ่อนของพืช ผลไม้ พืชน้ำ และหญ้า เป็นอาหาร
Animal,สมเสร็จกินไร,สมเสร็จกินใบไม้ ต้นอ่อนของพืช ผลไม้ พืชน้ำ และหญ้า เป็นอาหาร
Animal,สิงโต,ที่นี่มีสิงโตค่ะ
Animal,มีสิงโตไหม,ที่นี่มีสิงโตค่ะ
Animal,มีสิงโตไหมอ่ะ,ที่นี่มีสิงโตค่ะ
Animal,มีสิงโตไหมหรือเปล่า,ที่นี่มีสิงโตค่ะ
Animal,มีสิงโตป้ะ,ที่นี่มีสิงโตค่ะ
Animal,สิงโตกินอะไร,สิงโตกินเนื้อสัตว์เป็นอาหาร กินสัตว์ได้แทบทุกชนิด เช่น ควายป่า ยีราฟ ม้าลาย กวางป่า กวางดาว เป็นต้น แม้แต่ซากสิงโตด้วยกันเองก็กิน
Animal,สิงโตกินไรอ่ะ,สิงโตกินเนื้อสัตว์เป็นอาหาร กินสัตว์ได้แทบทุกชนิด เช่น ควายป่า ยีราฟ ม้าลาย กวางป่า กวางดาว เป็นต้น แม้แต่ซากสิงโตด้วยกันเองก็กิน
Animal,สิงโตกินราย,สิงโตกินเนื้อสัตว์เป็นอาหาร กินสัตว์ได้แทบทุกชนิด เช่น ควายป่า ยีราฟ ม้าลาย กวางป่า กวางดาว เป็นต้น แม้แต่ซากสิงโตด้วยกันเองก็กิน
Animal,สิงโตกินไอไหร,สิงโตกินเนื้อสัตว์เป็นอาหาร กินสัตว์ได้แทบทุกชนิด เช่น ควายป่า ยีราฟ ม้าลาย กวางป่า กวางดาว เป็นต้น แม้แต่ซากสิงโตด้วยกันเองก็กิน
Animal,สิงโตกินไร,สิงโตกินเนื้อสัตว์เป็นอาหาร กินสัตว์ได้แทบทุกชนิด เช่น ควายป่า ยีราฟ ม้าลาย กวางป่า กวางดาว เป็นต้น แม้แต่ซากสิงโตด้วยกันเองก็กิน
Animal,สล็อตสองนิ้ว,ที่นี่มีสล็อตสองนิ้วค่ะ
Animal,มีสล็อตสองนิ้วไหม,ที่นี่มีสล็อตสองนิ้วค่ะ
Animal,มีสล็อตสองนิ้วไหมอ่ะ,ที่นี่มีสล็อตสองนิ้วค่ะ
Animal,มีสล็อตสองนิ้วไหมหรือเปล่า,ที่นี่มีสล็อตสองนิ้วค่ะ
Animal,มีสล็อตสองนิ้วป้ะ,ที่นี่มีสล็อตสองนิ้วค่ะ
Animal,สล็อตสองนิ้วกินอะไร,สล็อตเป็นสัตว์ที่กินใบไม้เป็นอาหารหลัก ซึ่งหมายถึงสัตว์ที่กินใบไม้ กิ่งอ่อน ใบอ่อน ผลไม้และดอกไม้ น้ำหนักเฉลี่ยที่สล็อตกินต่อวันที่ 350 กรัม เป็นสัตว์ที่ย่อยใบพืชได้ช้าที่สุด โดยอัตราเคลื่อนตัวของอาหารผ่านทางเดินอาหาร 2 วันครึ่ง กระเพาะอาหารของสล็อตจะคล้ายสัตว์เคี้ยวเอื้อง โดยแบคทีเรียจะย่อยเยื่อใยที่มีในพืชอาหารที่สล็อตกินเข้าไป ระบบร่างกายของสล็อตมีอัตราการเผาผลาญพลังงานที่ต่ำ ทำให้สล็อตดำรงชีวิตอยู่ได้ด้วยปริมาณอาหารที่กินเข้าไปน้อย และอัตราการเคลื่อนตัวของอาหารที่ต่ำจะช่วยปรับสภาพความเป็นพิษของพืชอาหารให้ลดลง
Animal,สล็อตสองนิ้วกินไรอ่ะ,สล็อตเป็นสัตว์ที่กินใบไม้เป็นอาหารหลัก ซึ่งหมายถึงสัตว์ที่กินใบไม้ กิ่งอ่อน ใบอ่อน ผลไม้และดอกไม้ น้ำหนักเฉลี่ยที่สล็อตกินต่อวันที่ 350 กรัม เป็นสัตว์ที่ย่อยใบพืชได้ช้าที่สุด โดยอัตราเคลื่อนตัวของอาหารผ่านทางเดินอาหาร 2 วันครึ่ง กระเพาะอาหารของสล็อตจะคล้ายสัตว์เคี้ยวเอื้อง โดยแบคทีเรียจะย่อยเยื่อใยที่มีในพืชอาหารที่สล็อตกินเข้าไป ระบบร่างกายของสล็อตมีอัตราการเผาผลาญพลังงานที่ต่ำ ทำให้สล็อตดำรงชีวิตอยู่ได้ด้วยปริมาณอาหารที่กินเข้าไปน้อย และอัตราการเคลื่อนตัวของอาหารที่ต่ำจะช่วยปรับสภาพความเป็นพิษของพืชอาหารให้ลดลง
Animal,สล็อตสองนิ้วกินราย,สล็อตเป็นสัตว์ที่กินใบไม้เป็นอาหารหลัก ซึ่งหมายถึงสัตว์ที่กินใบไม้ กิ่งอ่อน ใบอ่อน ผลไม้และดอกไม้ น้ำหนักเฉลี่ยที่สล็อตกินต่อวันที่ 350 กรัม เป็นสัตว์ที่ย่อยใบพืชได้ช้าที่สุด โดยอัตราเคลื่อนตัวของอาหารผ่านทางเดินอาหาร 2 วันครึ่ง กระเพาะอาหารของสล็อตจะคล้ายสัตว์เคี้ยวเอื้อง โดยแบคทีเรียจะย่อยเยื่อใยที่มีในพืชอาหารที่สล็อตกินเข้าไป ระบบร่างกายของสล็อตมีอัตราการเผาผลาญพลังงานที่ต่ำ ทำให้สล็อตดำรงชีวิตอยู่ได้ด้วยปริมาณอาหารที่กินเข้าไปน้อย และอัตราการเคลื่อนตัวของอาหารที่ต่ำจะช่วยปรับสภาพความเป็นพิษของพืชอาหารให้ลดลง
Animal,สล็อตสองนิ้วกินไอไหร,สล็อตเป็นสัตว์ที่กินใบไม้เป็นอาหารหลัก ซึ่งหมายถึงสัตว์ที่กินใบไม้ กิ่งอ่อน ใบอ่อน ผลไม้และดอกไม้ น้ำหนักเฉลี่ยที่สล็อตกินต่อวันที่ 350 กรัม เป็นสัตว์ที่ย่อยใบพืชได้ช้าที่สุด โดยอัตราเคลื่อนตัวของอาหารผ่านทางเดินอาหาร 2 วันครึ่ง กระเพาะอาหารของสล็อตจะคล้ายสัตว์เคี้ยวเอื้อง โดยแบคทีเรียจะย่อยเยื่อใยที่มีในพืชอาหารที่สล็อตกินเข้าไป ระบบร่างกายของสล็อตมีอัตราการเผาผลาญพลังงานที่ต่ำ ทำให้สล็อตดำรงชีวิตอยู่ได้ด้วยปริมาณอาหารที่กินเข้าไปน้อย และอัตราการเคลื่อนตัวของอาหารที่ต่ำจะช่วยปรับสภาพความเป็นพิษของพืชอาหารให้ลดลง
Animal,สล็อตสองนิ้วกินไร,สล็อตเป็นสัตว์ที่กินใบไม้เป็นอาหารหลัก ซึ่งหมายถึงสัตว์ที่กินใบไม้ กิ่งอ่อน ใบอ่อน ผลไม้และดอกไม้ น้ำหนักเฉลี่ยที่สล็อตกินต่อวันที่ 350 กรัม เป็นสัตว์ที่ย่อยใบพืชได้ช้าที่สุด โดยอัตราเคลื่อนตัวของอาหารผ่านทางเดินอาหาร 2 วันครึ่ง กระเพาะอาหารของสล็อตจะคล้ายสัตว์เคี้ยวเอื้อง โดยแบคทีเรียจะย่อยเยื่อใยที่มีในพืชอาหารที่สล็อตกินเข้าไป ระบบร่างกายของสล็อตมีอัตราการเผาผลาญพลังงานที่ต่ำ ทำให้สล็อตดำรงชีวิตอยู่ได้ด้วยปริมาณอาหารที่กินเข้าไปน้อย และอัตราการเคลื่อนตัวของอาหารที่ต่ำจะช่วยปรับสภาพความเป็นพิษของพืชอาหารให้ลดลง
Animal,หมีหมา,ที่นี่มีหมีหมาค่ะ
Animal,มีหมีหมาไหม,ที่นี่มีหมีหมาค่ะ
Animal,มีหมีหมาไหมอ่ะ,ที่นี่มีหมีหมาค่ะ
Animal,มีหมีหมาไหมหรือเปล่า,ที่นี่มีหมีหมาค่ะ
Animal,มีหมีหมาป้ะ,ที่นี่มีหมีหมาค่ะ
Animal,หมีหมากินอะไร,หมีหมาเป็นสัตว์กินไม่เลือก เช่น ลูกไม้ ใบไม้อ่อน สัตว์เล็ก ๆ แมลงรวมทั้งไส้เดือน และที่ชอบมากคือน้ำผึ้ง นอกจากนี้ยังชอบกินเนื้ออ่อนของมะพร้าว ซึ่งทำความเสียหายให้กับสวนมะพร้าวได้มาก
Animal,หมีหมากินไรอ่ะ,หมีหมาเป็นสัตว์กินไม่เลือก เช่น ลูกไม้ ใบไม้อ่อน สัตว์เล็ก ๆ แมลงรวมทั้งไส้เดือน และที่ชอบมากคือน้ำผึ้ง นอกจากนี้ยังชอบกินเนื้ออ่อนของมะพร้าว ซึ่งทำความเสียหายให้กับสวนมะพร้าวได้มาก
Animal,หมีหมากินราย,หมีหมาเป็นสัตว์กินไม่เลือก เช่น ลูกไม้ ใบไม้อ่อน สัตว์เล็ก ๆ แมลงรวมทั้งไส้เดือน และที่ชอบมากคือน้ำผึ้ง นอกจากนี้ยังชอบกินเนื้ออ่อนของมะพร้าว ซึ่งทำความเสียหายให้กับสวนมะพร้าวได้มาก
Animal,หมีหมากินไอไหร,หมีหมาเป็นสัตว์กินไม่เลือก เช่น ลูกไม้ ใบไม้อ่อน สัตว์เล็ก ๆ แมลงรวมทั้งไส้เดือน และที่ชอบมากคือน้ำผึ้ง นอกจากนี้ยังชอบกินเนื้ออ่อนของมะพร้าว ซึ่งทำความเสียหายให้กับสวนมะพร้าวได้มาก
Animal,หมีหมากินไร,หมีหมาเป็นสัตว์กินไม่เลือก เช่น ลูกไม้ ใบไม้อ่อน สัตว์เล็ก ๆ แมลงรวมทั้งไส้เดือน และที่ชอบมากคือน้ำผึ้ง นอกจากนี้ยังชอบกินเนื้ออ่อนของมะพร้าว ซึ่งทำความเสียหายให้กับสวนมะพร้าวได้มาก
Animal,นกกระตั้วดำ,ที่นี่มีนกกระตั้วดำค่ะ
Animal,มีนกกระตั้วดำไหม,ที่นี่มีนกกระตั้วดำค่ะ
Animal,มีนกกระตั้วดำไหมอ่ะ,ที่นี่มีนกกระตั้วดำค่ะ
Animal,มีนกกระตั้วดำไหมหรือเปล่า,ที่นี่มีนกกระตั้วดำค่ะ
Animal,มีนกกระตั้วดำป้ะ,ที่นี่มีนกกระตั้วดำค่ะ
Animal,นกกระตั้วดำกินอะไร,ใบไม้อ่อน เมล็ดพืช และผลไม้ บางครั้งกินแมลง และตัวอ่อนของแมลง
Animal,นกกระตั้วดำกินไรอ่ะ,ใบไม้อ่อน เมล็ดพืช และผลไม้ บางครั้งกินแมลง และตัวอ่อนของแมลง
Animal,นกกระตั้วดำกินราย,ใบไม้อ่อน เมล็ดพืช และผลไม้ บางครั้งกินแมลง และตัวอ่อนของแมลง
Animal,นกกระตั้วดำกินไอไหร,ใบไม้อ่อน เมล็ดพืช และผลไม้ บางครั้งกินแมลง และตัวอ่อนของแมลง
Animal,นกกระตั้วดำกินไร,ใบไม้อ่อน เมล็ดพืช และผลไม้ บางครั้งกินแมลง และตัวอ่อนของแมลง
Animal,นกกระแตแต้แว๊ด,ที่นี่มีนกกระแตแต้แว๊ดค่ะ
Animal,มีนกกระแตแต้แว๊ดไหม,ที่นี่มีนกกระแตแต้แว๊ดค่ะ
Animal,มีนกกระแตแต้แว๊ดไหมอ่ะ,ที่นี่มีนกกระแตแต้แว๊ดค่ะ
Animal,มีนกกระแตแต้แว๊ดไหมหรือเปล่า,ที่นี่มีนกกระแตแต้แว๊ดค่ะ
Animal,มีนกกระแตแต้แว๊ดป้ะ,ที่นี่มีนกกระแตแต้แว๊ดค่ะ
Animal,นกกระแตแต้แว๊ดกินอะไร,ลูกกุ้ง ลูกปลาเล็ก ๆ ตลอดจนไส้เดือน หนอนแดงและแมลงบางชนิดที่อาศัยอยู่ตามบึง หรือหนองน้ำทั่วไป
Animal,นกกระแตแต้แว๊ดกินไรอ่ะ,ลูกกุ้ง ลูกปลาเล็ก ๆ ตลอดจนไส้เดือน หนอนแดงและแมลงบางชนิดที่อาศัยอยู่ตามบึง หรือหนองน้ำทั่วไป
Animal,นกกระแตแต้แว๊ดกินราย,ลูกกุ้ง ลูกปลาเล็ก ๆ ตลอดจนไส้เดือน หนอนแดงและแมลงบางชนิดที่อาศัยอยู่ตามบึง หรือหนองน้ำทั่วไป
Animal,นกกระแตแต้แว๊ดกินไอไหร,ลูกกุ้ง ลูกปลาเล็ก ๆ ตลอดจนไส้เดือน หนอนแดงและแมลงบางชนิดที่อาศัยอยู่ตามบึง หรือหนองน้ำทั่วไป
Animal,นกกระแตแต้แว๊ดกินไร,ลูกกุ้ง ลูกปลาเล็ก ๆ ตลอดจนไส้เดือน หนอนแดงและแมลงบางชนิดที่อาศัยอยู่ตามบึง หรือหนองน้ำทั่วไป
Animal,นกกุลา,ที่นี่มีนกกุลาค่ะ
Animal,มีนกกุลาไหม,ที่นี่มีนกกุลาค่ะ
Animal,มีนกกุลาไหมอ่ะ,ที่นี่มีนกกุลาค่ะ
Animal,มีนกกุลาไหมหรือเปล่า,ที่นี่มีนกกุลาค่ะ
Animal,มีนกกุลาป้ะ,ที่นี่มีนกกุลาค่ะ
Animal,นกกุลากินอะไร,หอย ปู ปลา กุ้ง และแมลงบางชนิด
Animal,นกกุลากินไรอ่ะ,หอย ปู ปลา กุ้ง และแมลงบางชนิด
Animal,นกกุลากินราย,หอย ปู ปลา กุ้ง และแมลงบางชนิด
Animal,นกกุลากินไอไหร,หอย ปู ปลา กุ้ง และแมลงบางชนิด
Animal,นกกุลากินไร,หอย ปู ปลา กุ้ง และแมลงบางชนิด
Animal,นกขมิ้นท้ายทอยดำ,ที่นี่มีนกขมิ้นท้ายทอยดำค่ะ
Animal,มีนกขมิ้นท้ายทอยดำไหม,ที่นี่มีนกขมิ้นท้ายทอยดำค่ะ
Animal,มีนกขมิ้นท้ายทอยดำไหมอ่ะ,ที่นี่มีนกขมิ้นท้ายทอยดำค่ะ
Animal,มีนกขมิ้นท้ายทอยดำไหมหรือเปล่า,ที่นี่มีนกขมิ้นท้ายทอยดำค่ะ
Animal,มีนกขมิ้นท้ายทอยดำป้ะ,ที่นี่มีนกขมิ้นท้ายทอยดำค่ะ
Animal,นกขมิ้นท้ายทอยดำกินอะไร,แมลง ผลไม้สุก และ น้ำหวานดอกไม้ โดยเฉพาะต้นทองหลางและต้นงิ้ว
Animal,นกขมิ้นท้ายทอยดำกินไรอ่ะ,แมลง ผลไม้สุก และ น้ำหวานดอกไม้ โดยเฉพาะต้นทองหลางและต้นงิ้ว
Animal,นกขมิ้นท้ายทอยดำกินราย,แมลง ผลไม้สุก และ น้ำหวานดอกไม้ โดยเฉพาะต้นทองหลางและต้นงิ้ว
Animal,นกขมิ้นท้ายทอยดำกินไอไหร,แมลง ผลไม้สุก และ น้ำหวานดอกไม้ โดยเฉพาะต้นทองหลางและต้นงิ้ว
Animal,นกขมิ้นท้ายทอยดำกินไร,แมลง ผลไม้สุก และ น้ำหวานดอกไม้ โดยเฉพาะต้นทองหลางและต้นงิ้ว
Animal,นกค๊อกคาเทล,ที่นี่มีนกค๊อกคาเทลค่ะ
Animal,มีนกค๊อกคาเทลไหม,ที่นี่มีนกค๊อกคาเทลค่ะ
Animal,มีนกค๊อกคาเทลไหมอ่ะ,ที่นี่มีนกค๊อกคาเทลค่ะ
Animal,มีนกค๊อกคาเทลไหมหรือเปล่า,ที่นี่มีนกค๊อกคาเทลค่ะ
Animal,มีนกค๊อกคาเทลป้ะ,ที่นี่มีนกค๊อกคาเทลค่ะ
Animal,นกค๊อกคาเทลกินอะไร,"ผักกาด, หัวแครอท, ผักโขม, ฟักทอง, ข้าวโพด, กล้วย, องุ่น, ส้ม, แอปเปิล และกล้วยน้ำว้า"
Animal,นกค๊อกคาเทลกินไรอ่ะ,"ผักกาด, หัวแครอท, ผักโขม, ฟักทอง, ข้าวโพด, กล้วย, องุ่น, ส้ม, แอปเปิล และกล้วยน้ำว้า"
Animal,นกค๊อกคาเทลกินราย,"ผักกาด, หัวแครอท, ผักโขม, ฟักทอง, ข้าวโพด, กล้วย, องุ่น, ส้ม, แอปเปิล และกล้วยน้ำว้า"
Animal,นกค๊อกคาเทลกินไอไหร,"ผักกาด, หัวแครอท, ผักโขม, ฟักทอง, ข้าวโพด, กล้วย, องุ่น, ส้ม, แอปเปิล และกล้วยน้ำว้า"
Animal,นกค๊อกคาเทลกินไร,"ผักกาด, หัวแครอท, ผักโขม, ฟักทอง, ข้าวโพด, กล้วย, องุ่น, ส้ม, แอปเปิล และกล้วยน้ำว้า"
Animal,นกตะกราม,ที่นี่มีนกตะกรามค่ะ
Animal,มีนกตะกรามไหม,ที่นี่มีนกตะกรามค่ะ
Animal,มีนกตะกรามไหมอ่ะ,ที่นี่มีนกตะกรามค่ะ
Animal,มีนกตะกรามไหมหรือเปล่า,ที่นี่มีนกตะกรามค่ะ
Animal,มีนกตะกรามป้ะ,ที่นี่มีนกตะกรามค่ะ
Animal,นกตะกรามกินอะไร,"กุ้ง, หอย, ปู, ปลา รวมถึงสัตว์เลื้อยคลานและสัตว์ครึ่งบกครึ่งน้ำอย่าง งู หรือ กบ, เขียด"
Animal,นกตะกรามกินไรอ่ะ,"กุ้ง, หอย, ปู, ปลา รวมถึงสัตว์เลื้อยคลานและสัตว์ครึ่งบกครึ่งน้ำอย่าง งู หรือ กบ, เขียด"
Animal,นกตะกรามกินราย,"กุ้ง, หอย, ปู, ปลา รวมถึงสัตว์เลื้อยคลานและสัตว์ครึ่งบกครึ่งน้ำอย่าง งู หรือ กบ, เขียด"
Animal,นกตะกรามกินไอไหร,"กุ้ง, หอย, ปู, ปลา รวมถึงสัตว์เลื้อยคลานและสัตว์ครึ่งบกครึ่งน้ำอย่าง งู หรือ กบ, เขียด"
Animal,นกตะกรามกินไร,"กุ้ง, หอย, ปู, ปลา รวมถึงสัตว์เลื้อยคลานและสัตว์ครึ่งบกครึ่งน้ำอย่าง งู หรือ กบ, เขียด"
Animal,นกตีทอง,ที่นี่มีนกตีทองค่ะ
Animal,มีนกตีทองไหม,ที่นี่มีนกตีทองค่ะ
Animal,มีนกตีทองไหมอ่ะ,ที่นี่มีนกตีทองค่ะ
Animal,มีนกตีทองไหมหรือเปล่า,ที่นี่มีนกตีทองค่ะ
Animal,มีนกตีทองป้ะ,ที่นี่มีนกตีทองค่ะ
Animal,นกตีทองกินอะไร,ไทร หว้า ตะขบ มะเม่า และผลไม้เถาบางชนิด โดยการจิกกินตามกิ่งก้าน นอกจากนี้ยังกินแมลงต่าง ๆ ด้วย
Animal,นกตีทองกินไรอ่ะ,ไทร หว้า ตะขบ มะเม่า และผลไม้เถาบางชนิด โดยการจิกกินตามกิ่งก้าน นอกจากนี้ยังกินแมลงต่าง ๆ ด้วย
Animal,นกตีทองกินราย,ไทร หว้า ตะขบ มะเม่า และผลไม้เถาบางชนิด โดยการจิกกินตามกิ่งก้าน นอกจากนี้ยังกินแมลงต่าง ๆ ด้วย
Animal,นกตีทองกินไอไหร,ไทร หว้า ตะขบ มะเม่า และผลไม้เถาบางชนิด โดยการจิกกินตามกิ่งก้าน นอกจากนี้ยังกินแมลงต่าง ๆ ด้วย
Animal,นกตีทองกินไร,ไทร หว้า ตะขบ มะเม่า และผลไม้เถาบางชนิด โดยการจิกกินตามกิ่งก้าน นอกจากนี้ยังกินแมลงต่าง ๆ ด้วย
Animal,นกปรอดสวน,ที่นี่มีนกปรอดสวนค่ะ
Animal,มีนกปรอดสวนไหม,ที่นี่มีนกปรอดสวนค่ะ
Animal,มีนกปรอดสวนไหมอ่ะ,ที่นี่มีนกปรอดสวนค่ะ
Animal,มีนกปรอดสวนไหมหรือเปล่า,ที่นี่มีนกปรอดสวนค่ะ
Animal,มีนกปรอดสวนป้ะ,ที่นี่มีนกปรอดสวนค่ะ
Animal,นกปรอดสวนกินอะไร,ผลไม้ต่างๆ เช่น ไทร หว้าชมพู่ มะละกอ มะม่วง ผลตำลึงสุก แมลง หนอน
Animal,นกปรอดสวนกินไรอ่ะ,ผลไม้ต่างๆ เช่น ไทร หว้าชมพู่ มะละกอ มะม่วง ผลตำลึงสุก แมลง หนอน
Animal,นกปรอดสวนกินราย,ผลไม้ต่างๆ เช่น ไทร หว้าชมพู่ มะละกอ มะม่วง ผลตำลึงสุก แมลง หนอน
